Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
28-July-2016,229.5,235,229.25,230.95,232.4425532,3603185,20690,837533521,1543724,42.84,5.75,1.45
29-July-2016,230.7,232.6,228.35,229.05,230.4014809,2651546,16121,610920125,1106237,41.72,4.25,-1.65
01-August-2016,230.95,232.6,225.65,227.45,228.572782,1512895,11764,345806619,386711,25.56,6.95,-3.5
02-August-2016,229.55,230.9,227,227.85,228.3891502,2601548,15063,594165337,1145991,44.05,3.9,-1.7
03-August-2016,228.7,230.35,225.5,226.55,228.0972157,3330171,13626,759602733,1397027,41.95,4.85,-2.15
04-August-2016,228.15,228.55,223.2,225.55,225.6575057,2299974,12173,519006396,978693,42.55,5.35,-2.6
05-August-2016,226.3,233.7,226.3,232.8,231.8840402,2098848,16398,486689354,710554,33.85,7.4,6.5
08-August-2016,233.9,235.9,231.65,233.05,233.3664654,3492581,13613,815051283,1573155,45.04,4.25,-0.85
09-August-2016,234.8,237.65,232.3,234.6,234.7954448,6467422,29071,1518521225,3099611,47.93,5.35,-0.2
10-August-2016,237,237,230.75,231.5,232.7581562,2864171,13708,666659161,1201471,41.95,6.25,-5.5
11-August-2016,231.9,233.4,225.9,226.95,227.7852671,2675375,12925,609411009,1054965,39.43,7.5,-4.95
12-August-2016,226.95,247.7,224.4,243.2,240.5693135,13529278,79636,3254729121,4593414,33.95,23.3,16.25
16-August-2016,245.2,247.8,242.4,246.45,245.1536634,2760169,19635,676665542,357023,12.93,5.4,1.25
17-August-2016,246.1,249.55,244.4,246.25,246.5760843,1971354,14238,486088750,300876,15.26,5.15,0.15
18-August-2016,246.05,250.25,246.05,248.2,248.766099,1964823,12087,488781353,453219,23.07,4.2,2.15
19-August-2016,255,260,254,258.5,257.0311518,4802713,32141,1234446854,1184056,24.65,6,3.5
22-August-2016,259.1,260.5,254.1,254.95,256.8580793,2086475,15797,535927961,553655,26.54,6.4,-4.15
23-August-2016,256,256,251.1,254.6,253.2754631,1460722,13600,369965041,316048,21.64,4.9,-1.4
24-August-2016,254.75,256.05,253.55,254.65,254.6993618,1178370,9140,300130087,265215,22.51,2.5,-0.1
25-August-2016,254.7,255.55,248.7,250.05,252.6514873,1320124,10842,333531292,395691,29.97,6.85,-4.65
26-August-2016,250.4,250.7,246.1,246.7,247.9136886,1506070,11229,373375369,267598,17.77,4.6,-3.7
29-August-2016,246.05,249.65,244.5,248.75,245.6663053,2861529,10510,702981257,1855941,64.86,5.15,2.7
30-August-2016,249.15,252.8,249.15,252.2,251.5036296,1080568,9191,271766774,243670,22.55,3.65,3.05
31-August-2016,252.5,255.4,251.25,252.55,253.8150833,1464389,11658,371684016,333597,22.78,4.15,0.05
01-September-2016,252.45,254.65,251,251.75,253.0488128,1111984,10373,281386231,274431,24.68,3.65,-0.7
02-September-2016,252.1,254.9,251.85,254.35,253.7139093,968151,8527,245633375,288789,29.83,3.05,2.25
06-September-2016,257,260.8,256.05,259.45,258.6290573,3123299,19611,807775876,1536020,49.18,4.75,2.45
07-September-2016,262.45,270,260.4,266.55,266.9860314,5797566,28369,1547869138,2312354,39.88,9.6,4.1
08-September-2016,268,271.55,266.9,267.95,268.383448,2851299,16135,765241457,1208197,42.37,4.65,-0.05
09-September-2016,268.55,268.55,263.25,264,264.9848982,2728756,13805,723079131,1392227,51.02,5.3,-4.55
12-September-2016,257.7,258.85,251.7,252.7,254.6638541,1692033,17295,430899645,652994,38.59,7.15,-5
14-September-2016,254.25,258,253.15,257.6,256.0889869,964097,8470,246894624,184707,19.16,4.85,3.35
15-September-2016,258.05,258.55,254.2,255.8,255.3381387,2156707,10235,550689551,1094440,50.75,4.35,-2.25
16-September-2016,257.35,261.9,253.6,254.4,258.6527359,1941142,12223,502081689,715422,36.86,8.3,-2.95
19-September-2016,255.5,258.3,255.15,255.65,256.1635897,2773389,9783,710441282,1681275,60.62,3.15,0.15
20-September-2016,256.05,256.6,253.2,254.25,254.6083738,2128453,8960,541921957,1214082,57.04,3.4,-1.8
21-September-2016,254.5,256,250.75,251.35,253.6250233,3219387,14344,816517103,2195995,68.21,5.25,-3.15
22-September-2016,257,258.35,255.2,257.35,256.3854545,3545874,18724,909110517,1947618,54.93,3.15,0.35
23-September-2016,258.4,258.7,253.7,254.4,256.3742616,2274898,10060,583225295,1118561,49.17,5,-4
26-September-2016,254.4,254.4,250.65,251.65,253.3244389,2660045,9639,673854407,1952727,73.41,3.75,-2.75
27-September-2016,252.35,253.95,248.3,248.95,250.5929786,1840643,11040,461252212,943668,51.27,5.65,-3.4
28-September-2016,250,255.7,248,253.5,253.5770585,3346226,12732,848526146,1772674,52.98,7.7,3.5
29-September-2016,254.95,256.75,243.5,247.15,249.161368,1968079,15921,490369256,587092,29.83,13.25,-7.8
30-September-2016,246.1,252.5,245.6,250.7,249.9099117,1417765,10621,354313526,305353,21.54,6.9,4.6
03-October-2016,252.6,257,252.6,255.2,255.1397637,2078880,12087,530404952,1030751,49.58,4.4,2.6
04-October-2016,256.4,261.5,253.85,259.25,257.4396007,5202146,23536,1339238389,1833937,35.25,7.65,2.85
05-October-2016,262.05,264.6,259.65,260.55,262.2745854,3191168,19519,836962264,1383272,43.35,4.95,-1.5
06-October-2016,261.7,261.9,255.8,256.85,259.1820466,1416758,10342,367198238,400339,28.26,6.1,-4.85
07-October-2016,257,259.45,255.05,258.25,257.0697377,3479926,15927,894583664,1664061,47.82,4.4,1.25
10-October-2016,259,260.2,255.35,256,256.7424345,2377551,10348,610418232,1320440,55.54,4.85,-3
13-October-2016,255.4,255.4,246.1,249.7,249.776711,1557775,11343,389095916,507155,32.56,9.3,-5.7
14-October-2016,251.25,253.3,249.7,251.9,251.9810693,3474567,14501,875525108,1724454,49.63,3.6,0.65
17-October-2016,254,256.3,251.9,253.1,253.8085596,3033994,15016,770053647,1347555,44.42,4.4,-0.9
18-October-2016,254.85,257.45,253.75,256.9,255.0663154,4550935,13879,1160790222,2665897,58.58,3.7,2.05
19-October-2016,257.3,257.95,254.3,254.8,255.4198238,4161624,12316,1062961269,2201691,52.9,3.65,-2.5
20-October-2016,255.05,260.4,255.05,259.95,259.2278035,3227303,16134,836606668,1287807,39.9,5.35,4.9
21-October-2016,260,260,255.75,258.4,257.4553616,1880556,8348,484159225,671403,35.7,4.25,-1.6
24-October-2016,259.9,264.75,258,262.85,262.5236119,4163083,14273,1092907586,2547793,61.2,6.75,2.95
25-October-2016,264,264.65,260.75,261.3,261.7420947,2362503,10081,618366484,1392960,58.96,3.9,-2.7
26-October-2016,261.3,264.75,257,259.05,260.9746286,1397639,10618,364748319,508241,36.36,7.75,-2.25
27-October-2016,259,259,254.4,255.05,255.4404523,2609234,12289,666503913,1477731,56.63,4.6,-3.95
28-October-2016,256.65,258.55,253.7,257.85,256.9482317,2277165,10260,585113520,1088204,47.79,4.85,1.2
30-October-2016,259.3,260,257,257.85,258.2962915,306968,3690,79288696,100942,32.88,3,-1.45
01-November-2016,257.5,260.1,256.85,258.4,258.6563778,2395509,10980,619613681,1037003,43.29,3.25,0.9
02-November-2016,254.4,255.5,247,251.3,252.1299615,1073249,9407,270598229,291571,27.17,8.5,-3.1
03-November-2016,250.9,252.8,245,245.65,248.7698327,1287155,12070,320205334,418710,32.53,7.8,-5.25
04-November-2016,246.2,248.5,240.55,242.85,243.3383771,1192300,10802,290132347,256499,21.51,7.95,-3.35
07-November-2016,248,254,245.75,252.7,250.5311448,1120508,10457,280722152,332690,29.69,8.25,4.7
08-November-2016,254,254,248.9,252.6,251.3366447,758203,7188,190564198,209702,27.66,5.1,-1.4
09-November-2016,239.5,261,231,259.75,251.566307,4029745,32037,1013748068,631466,15.67,30,20.25
10-November-2016,267,283.9,265.3,281.6,278.2126758,5967067,52446,1660113677,1504529,25.21,18.6,14.6
11-November-2016,278.95,288.5,270.7,272.9,278.1125965,5886310,47654,1637056958,804539,13.67,17.8,-6.05
15-November-2016,275.95,283.35,271,278.1,277.3987271,5272341,30962,1462540682,2175110,41.26,12.35,2.15
16-November-2016,283.4,285,276.1,277.15,278.7813501,2460911,20783,686056091,691839,28.11,8.9,-6.25
17-November-2016,277.25,282.4,276,277.65,279.2748967,3027795,21875,845587136,1004903,33.19,6.4,0.4
18-November-2016,278.4,279.95,274.75,275.7,277.0172422,1886242,15938,522521557,522323,27.69,5.2,-2.7
21-November-2016,276.3,277.8,256.25,257.75,264.5454233,2569703,21241,679803168,608207,23.67,21.55,-2018.55
22-November-2016,261.5,262.4,251.45,257.4,256.457214,2450360,21976,628412499,345863,14.11,10.95,-4.1
23-November-2016,260.8,260.8,254.9,258.75,257.9271895,1559253,11409,402173744,239375,15.35,5.9,-2.05
24-November-2016,258.4,262.9,254.65,261.7,260.3648233,1900846,15643,494913433,380318,20.01,8.25,3.3
25-November-2016,263.8,264.65,258.6,260.95,261.2464625,1791027,13110,467899468,407888,22.77,6.05,-2.85
28-November-2016,253.7,257.7,248.2,253.6,254.5587375,2096208,20610,533608062,505439,24.11,9.5,-0.1
29-November-2016,254.6,256.5,252.1,252.95,254.615088,1185549,10507,301858663,330008,27.84,4.4,-1.65
30-November-2016,254.4,259.9,252.75,258.4,256.4795305,1653267,11570,424029144,491255,29.71,7.15,4
01-December-2016,259.9,260.95,254.75,255.75,256.915038,1453568,10786,373443478,380543,26.18,6.2,-4.15
02-December-2016,253.3,261.25,253,254.4,256.1167319,2128604,17524,545171100,318806,14.98,8.25,1.1
05-December-2016,254.5,257.3,253.3,256.7,255.6888403,993911,8015,254131951,301606,30.35,4,2.2
06-December-2016,258.8,260,256.45,259.15,258.691612,1242889,8382,321524959,360654,29.02,3.55,0.35
07-December-2016,260.05,262.5,252,255.35,258.3589361,2725215,21692,704083648,582830,21.39,10.5,-4.7
08-December-2016,258.75,260.5,258.05,259.75,259.3196594,944646,7081,244965279,265930,28.15,2.45,1
09-December-2016,260.95,266.5,258.7,266,264.3861699,2130847,14473,563366477,816321,38.31,7.8,5.05
12-December-2016,269.45,269.45,262.4,263.4,266.3310282,1599873,11672,426095821,506713,31.67,7.05,-6.05
13-December-2016,264.85,266.25,261.8,265.5,264.1765924,988072,8921,261025494,216307,21.89,4.45,0.65
14-December-2016,265.5,266.2,262.2,262.7,263.6853625,794810,8567,209579763,271657,34.18,4,-2.8
15-December-2016,259.35,267.5,259.25,265,264.9284294,1578399,15614,418162768,374754,23.74,8.25,5.65
16-December-2016,265.7,268.25,263.25,264.75,264.6406725,813798,10196,215364050,258653,31.78,5,-0.95
19-December-2016,263.05,264.4,260.85,261.4,262.4650272,560178,5738,147027134,214744,38.33,3.55,-1.65
20-December-2016,261.25,262.95,253.25,254.55,255.9618088,1467511,13511,375626770,387291,26.39,9.7,-6.7
21-December-2016,256.55,257.95,254.15,255.15,255.9812764,801075,7665,205060201,158371,19.77,3.8,-1.4
22-December-2016,254,254.25,248.45,249.75,250.3936414,2080442,11844,520929448,1089394,52.36,5.8,-4.25
23-December-2016,249.95,251.7,248.05,249.25,249.9141467,889308,8392,222250650,193283,21.73,3.65,-0.7
26-December-2016,248.75,248.75,243.7,244.1,245.4200116,781838,8600,191878691,226477,28.97,5.05,-4.65
27-December-2016,243.6,249.9,243.1,248.7,245.7306264,878824,9306,215953972,183787,20.91,6.8,5.1
28-December-2016,249.65,252.35,246.7,247.25,249.4160775,1331062,11962,331988263,372486,27.98,5.65,-2.4
29-December-2016,248,248.9,245.75,247.55,247.4196673,754686,7137,186724159,215362,28.54,3.15,-0.45
30-December-2016,247.55,252.45,247.5,249.75,250.6679349,1781491,21107,446562670,785890,44.11,4.95,2.2
02-Jan-2017,252.75,253.5,242.8,243.6,244.8461462,2429618,26779,594882604,909379,37.43,10.7,-9.15
03-Jan-2017,243.6,246.3,241.1,244.85,244.4609824,1524646,14539,372716459,354956,23.28,5.2,1.25
04-Jan-2017,245.2,246.45,242.5,242.9,243.9372691,1271447,11180,310153309,374398,29.45,3.95,-2.3
05-Jan-2017,244.95,246,244.05,245.45,245.1878622,1025688,9359,251486248,270312,26.35,1.95,0.5
06-Jan-2017,246,248.95,245.3,245.95,247.1682384,1050117,9851,259555569,267654,25.49,3.65,-0.05
09-Jan-2017,246.55,248.2,246.1,247,247.0326541,594964,5835,146975536,163880,27.54,2.1,0.45
10-Jan-2017,247.5,248.9,246.4,247.85,247.5519978,667028,7428,165124114,181300,27.18,2.5,0.35
11-Jan-2017,248.1,253.15,248.1,251.9,251.1722736,2441459,14185,613226808,1057808,43.33,5.05,3.8
12-Jan-2017,252.35,254.3,250.55,251.1,252.0291188,1755393,11373,442410151,800354,45.59,3.75,-1.25
13-Jan-2017,252.05,252.95,248.85,250.9,250.7637768,1635559,9310,410138952,637607,38.98,4.1,-1.15
16-Jan-2017,251.05,256.4,250.75,255.75,254.0796301,1147858,11309,291647336,354435,30.88,5.65,4.7
17-Jan-2017,256.6,258.55,254.65,256.15,256.8320478,887020,8145,227815163,219092,24.7,3.9,-0.45
18-Jan-2017,256.5,259,256.5,257.6,257.6984673,761642,7495,196273976,235216,30.88,2.5,1.1
19-Jan-2017,257,261.8,256.65,258.3,259.1625928,1557394,11985,403618267,664585,42.67,5.15,1.3
20-Jan-2017,258.8,260.55,250.4,251,254.9000786,1536608,11162,391681500,626458,40.77,10.15,-7.8
23-Jan-2017,251,254.95,250.2,254.1,253.4047017,1141206,7711,289186966,510677,44.75,4.75,3.1
24-Jan-2017,255.1,256.95,254.25,254.7,255.2323822,1280279,10284,326768659,623888,48.73,2.7,-0.4
25-Jan-2017,255.1,261,254.25,259.3,256.5029488,2082222,11950,534096083,1238652,59.49,6.75,4.2
27-Jan-2017,260,268.25,259.5,266.5,264.7817624,2597953,20956,687890574,999678,38.48,8.75,6.5
30-Jan-2017,266,267.7,262.6,263,264.9662591,1972593,13173,522670588,762213,38.64,5.1,-3
31-Jan-2017,262.65,263.9,259.45,260,261.0516518,1393891,8891,363877548,589801,42.31,4.45,-2.65
01-Feb-2017,261.6,271.65,261,270.3,267.3107893,4767253,27960,1274338162,1612169,33.82,10.65,8.7
02-Feb-2017,271.1,274.7,268.6,272.7,272.0731946,4939979,19815,1344035868,3087740,62.51,6.1,1.6
03-Feb-2017,273,278.05,272,277.4,276.1685393,3954087,15133,1091994431,2112473,53.43,6.05,4.4
06-Feb-2017,279.1,282.45,276,277.05,279.4351232,1742387,13552,486884126,497855,28.57,6.45,-2.05
07-Feb-2017,278,279.6,276.2,277.5,277.961323,2507178,10208,696898514,1305698,52.08,3.4,-0.5
08-Feb-2017,277.8,279.2,273,277.3,276.2923428,2999403,17557,828712082,1354916,45.17,6.2,-0.5
09-Feb-2017,278.3,280.2,271.05,275.85,275.3222847,1953369,10809,537806016,699507,35.81,9.15,-2.45
10-Feb-2017,278.05,282.45,275,276.25,279.5082111,5531109,32297,1545990382,1932410,34.94,7.45,-1.8
13-Feb-2017,277.95,278.35,270.2,271.4,272.7772097,1535861,14571,418947878,384586,25.04,8.15,-6.55
14-Feb-2017,273.4,273.4,268.1,270.5,270.7938268,1834821,8041,496858200,1084595,59.11,5.3,-2.9
15-Feb-2017,270.55,272.4,267.1,268.65,269.3155682,1425318,9587,383860327,501413,35.18,5.3,-1.9
16-Feb-2017,276.5,277,269.8,270.4,271.3789459,3218188,15951,873348467,1509833,46.92,7.2,-6.1
17-Feb-2017,270.9,273.7,267.75,268.8,269.1610803,2822028,12943,759580105,1514442,53.67,5.95,-2.1
20-Feb-2017,269.35,271.5,268.1,269.25,269.2570325,1645609,6876,443091796,989804,60.15,3.4,-0.1
21-Feb-2017,269.45,271.25,268.7,270.65,270.0464861,1022457,7820,276110920,398980,39.02,2.55,1.2
22-Feb-2017,271.25,274.5,269.55,271.8,272.7725686,1557349,13220,424802087,681089,43.73,4.95,0.55
23-Feb-2017,271.9,273,269.8,270.5,271.3000187,2294677,9334,622545913,1167047,50.86,3.2,-1.4
27-Feb-2017,271,271.5,267.6,268.15,268.8761781,1932776,7892,519677424,1184938,61.31,3.9,-2.85
28-Feb-2017,268.3,271,268.2,269.2,269.5421363,578290,5592,155873522,169309,29.28,2.8,0.9
01-March-2017,270,273.1,270,271.95,271.7593612,1157627,6638,314595974,518892,44.82,3.1,1.95
02-March-2017,273.5,274.6,265.9,267,270.6207256,1130527,9302,305944037,312546,27.65,8.7,-6.5
03-March-2017,266,268.6,264.5,265.15,265.9050899,763059,7435,202901272,276910,36.29,4.1,-0.85
06-March-2017,265.55,270.45,265.55,269.9,268.4930135,623060,5661,167287257,236727,37.99,4.9,4.35
07-March-2017,270.3,271,266.45,268.05,268.1847833,441030,4456,118277535,101017,22.9,4.55,-2.25
08-March-2017,268.5,270.25,266.05,269.7,268.3938046,1250732,7569,335688720,400540,32.02,4.2,1.2
09-March-2017,269.85,273.8,268.5,273.2,271.7278056,2253195,12025,612255733,1335621,59.28,5.3,3.35
10-March-2017,274.8,275.65,269.7,272.05,271.499913,2350135,7220,638061448,1764933,75.1,5.95,-2.75
14-March-2017,278,279,273.95,274.7,275.5800661,998562,9550,275183782,359562,36.01,5.05,-3.3
15-March-2017,272.5,280,272.5,277.4,278.0114934,1481548,12056,411887372,495187,33.42,7.5,4.9
16-March-2017,278.8,280,276.1,278.95,278.6515962,3721429,11865,1036982131,2434179,65.41,3.9,0.15
17-March-2017,279.6,279.6,273.5,274.1,275.497382,1281510,7612,353052650,540316,42.16,6.1,-5.5
20-March-2017,275,275,272,274,272.3801421,8106217,5342,2207972538,7704579,95.05,3,-1
21-March-2017,274,277,270.2,272.3,273.0934363,1142201,7715,311927596,327473,28.67,6.8,-1.7
22-March-2017,271.4,271.4,267,267.65,268.8348527,932422,7749,250667531,368579,39.53,4.4,-3.75
23-March-2017,268.55,269.45,266.65,268.5,268.0905209,849174,5883,227655500,412239,48.55,2.8,-0.05
24-March-2017,269.95,278.75,268.7,276.05,275.1928341,1912571,15508,526325834,683197,35.72,10.05,6.1
27-March-2017,276.3,280.7,275.3,279.35,278.5104527,1533913,13179,427210804,525720,34.27,5.4,3.05
28-March-2017,280,282.9,278.6,282.15,280.1947995,4603318,14091,1289825764,3716514,80.74,4.3,2.15
29-March-2017,282.95,289.55,282.5,287.75,287.3945055,18346222,16713,5272603399,16423592,89.52,7.05,4.8
30-March-2017,288.35,293.5,288.15,290,290.8978234,1974483,13017,574372807,740706,37.51,5.35,1.65
31-March-2017,292.4,294.25,288.55,292.6,292.2042593,2076728,15316,606828767,447326,21.54,5.7,0.2
03-April-2017,294.3,295.5,291.5,293.15,293.7770509,1077883,8604,316657289,280841,26.05,4,-1.15
05-April-2017,292.85,298.65,289.75,296.7,295.67133,2401978,13564,710196030,881098,36.68,8.9,3.85
06-April-2017,295.7,297.55,291.6,292.7,294.1253175,2089915,10163,614696913,794732,38.03,5.95,-3
07-April-2017,292.1,294.7,288.05,289.4,291.996505,1587699,7900,463602559,550407,34.67,6.65,-2.7
10-April-2017,289.4,290.3,286.5,289,288.734811,1215367,6812,350918761,516313,42.48,3.8,-0.4
11-April-2017,289.8,294.5,289.05,293.7,292.593463,1261467,7389,369096998,491160,38.94,5.45,3.9
12-April-2017,294,295.5,289.2,290.1,291.0883409,1377460,6900,400962546,571928,41.52,6.3,-3.9
13-April-2017,289.3,292.9,289.3,291,290.7543115,1722889,7278,500937405,499109,28.97,3.6,1.7
17-April-2017,291.45,292.5,288.55,289.65,289.4864624,1239658,5963,358864209,586938,47.35,3.95,-1.8
18-April-2017,290.5,296.4,288.5,290.15,293.1817513,1485051,9914,435389853,467603,31.49,7.9,-0.35
